PLU,Food,Name
3056,Peppers,Elongated (Clovis Yellow/Lamuyo Yellow) Peppers
3057,Peppers,Elongated (Clovis Orange/Lamuyo Orange) Peppers
3058,Peppers,Elongated (Clovis White/Lamuyo White) Peppers
3119,Peppers,"Small Bell, Greenhouse - Green Peppers"
3120,Peppers,"Large Bell, Greenhouse - Green Peppers"
3121,Peppers,"Bell, Greenhouse - Orange Peppers"
3122,Peppers,"Bell, Greenhouse - White Peppers"
3123,Peppers,"Bell, Greenhouse - Brown Peppers"
3124,Peppers,"Bell, Greenhouse - Purple Peppers"
3125,Peppers,Habanero Peppers
3413,Peppers,Tabasco Peppers
3465,Peppers,Stripy Bell Peppers
4065,Peppers,"Large Bell, Field Grown - Green Peppers"
4088,Peppers,"Bell, Field Grown - Red Peppers"
4677,Peppers,Anaheim (Green And Red) Peppers
4678,Peppers,Banana (Yellow Long) Peppers
4679,Peppers,"Bell, Field Grown - Brown Peppers"
4680,Peppers,"Bell, Field Grown - Golden (Yellow) Peppers"
4681,Peppers,"Small Bell, Field Grown - Green Peppers"
4682,Peppers,"Bell, Field Grown - Orange Peppers"
4683,Peppers,"Bell, Field Grown - Purple Peppers"
4684,Peppers,"Bell, Field Grown - White Peppers"
4685,Peppers,Chili - Dried Peppers
4686,Peppers,Chili - Green Peppers
4687,Peppers,Cubanelle Peppers
4688,Peppers,"Bell, Greenhouse - Red Peppers"
4689,Peppers,"Bell, Greenhouse - Yellow Peppers"
4690,Peppers,Hot (Hungarian Hot) Peppers
4691,Peppers,Hot Mixed Peppers
4692,Peppers,Hungarian Wax Peppers
4693,Peppers,Jalapeno - Green/Mexican Green Peppers
4694,Peppers,Jalapeno - Red/Mexican Red Peppers
4695,Peppers,Japanese - Red Peppers
4696,Peppers,Long Hot - Green Peppers
4697,Peppers,Long Hot - Red Peppers
4698,Peppers,Morita Chili Peppers
4699,Peppers,Negro Peppers
4700,Peppers,New Mexico Peppers
4701,Peppers,Pasilla - Green Peppers
4702,Peppers,Pasilla - Red Peppers
4703,Peppers,Pasilla Pod Peppers
4704,Peppers,Pinole Peppers
4705,Peppers,Poblano Peppers
4706,Peppers,Red Cheese Peppers
4707,Peppers,Red Finger Peppers
4708,Peppers,Red Pimiento/ Red Sweet Long Peppers
4709,Peppers,Serrano Peppers
4710,Peppers,Retailer Assigned Peppers
4711,Peppers,Retailer Assigned Peppers
4712,Peppers,Retailer Assigned Peppers
4713,Peppers,Retailer Assigned Peppers
4714,Peppers,Retailer Assigned Peppers
4715,Peppers,Retailer Assigned Peppers
4716,Peppers,Retailer Assigned Peppers
4717,Peppers,Retailer Assigned Peppers
4718,Peppers,Retailer Assigned Peppers
4719,Peppers,Retailer Assigned Peppers
4720,Peppers,Retailer Assigned Peppers
4721,Peppers,Retailer Assigned Peppers
4722,Peppers,Retailer Assigned Peppers
4772,Peppers,Chili - Yellow Peppers
3459,Persimmon,Shiny Red Persimmon
4427,Persimmon,Regular (American Persimmon) Persimmon
4428,Persimmon,Japanese/Sharonfruit (Kaki) Persimmon
4429,Persimmon,Retailer Assigned Persimmon
3039,Physalis/Cape Gooseberry/Ground Cherry,Physalis/Cape Gooseberry/Ground Cherry
4938,Pine Nuts (Pignoli),Pine Nuts (Pignoli)
3037,Pineapple,Queen Pineapple
3379,Pineapple,Mini Pineapple
3380,Pineapple,Perola Pineapple
4029,Pineapple,Small Pineapple
4430,Pineapple,Large Pineapple
4431,Pineapple,Small Jet Fresh Pineapple
4432,Pineapple,Large Jet Fresh Pineapple
4433,Pineapple,Retailer Assigned Pineapple
4864,Pineapple,Dried Pineapple
4939,Pistachio,Natural Pistachio
4940,Pistachio,Red Pistachio
4941,Pistachio,Retailer Assigned Pistachio
3040,Pitahaya,Red (Skin Color) Pitahaya
3319,Pitahaya,Yellow (Skin Color) Pitahaya
3126,Plumcot (Interspecific Plum),Retailer Assigned Plumcot (Interspecific Plum)
3278,Plumcot (Interspecific Plum),Plumcot (Interspecific Plum)
3609,Plumcot (Interspecific Plum),Red Plumcot (Interspecific Plum)
3610,Plumcot (Interspecific Plum),Green Plumcot (Interspecific Plum)
3611,Plumcot (Interspecific Plum),Black Plumcot (Interspecific Plum)
3457,Plums,President Plums
3536,Plums,Sweet Pixie Plums
4039,Plums,Small Black Plums
4040,Plums,Large Black Plums
4041,Plums,Small Red Plums
4042,Plums,Small Red Plums
4434,Plums,"Small Green (Includes Dolly, Kelsey, Wickson) Plums"
4435,Plums,"Large Green (Includes Dolly, Kelsey, Wickson) Plums"
4436,Plums,Italian Prune/Sugar Plums
4437,Plums,"Small Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado) Plums"
4438,Plums,"Large Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado) Plums"
4439,Plums,Small Tree Ripened Plums
4440,Plums,Large Tree Ripened Plums
4441,Plums,Small Yellow (Includes Golden Globe) Plums
4442,Plums,Large Yellow (Includes Golden Globe) Plums
4443,Plums,Retailer Assigned Plums
4444,Plums,Retailer Assigned Plums
3127,Pomegranate,Medium Pomegranate
3440,Pomegranate,Large Pomegranate
4445,Pomegranate,Small Pomegranate
4446,Pomegranate,Retailer Assigned Pomegranate
3128,Potato,Purple Potato
3414,Potato,Baking - White Potato
3415,Potato,Baking - Red And Red Eye Varieties Potato
4072,Potato,Russet Potato
4073,Potato,Red Potato
4083,Potato,White Potato
4723,Potato,Creamer - Red Potato
4724,Potato,Creamer - White Potato
4725,Potato,Russet Potato
4726,Potato,Long - White Potato
4727,Potato,Yellow Potato
4728,Potato,Retailer Assigned Potato
4729,Potato,Retailer Assigned Potato
4730,Potato,Retailer Assigned Potato
4731,Potato,Retailer Assigned Potato
4732,Potato,Retailer Assigned Potato
4733,Potato,Retailer Assigned Potato
3274,Prunes,Fresh Prunes
4865,Prunes,Regular (Dried Fruit) Prunes
4866,Prunes,Pitted (Dried Fruit) Prunes
4867,Prunes,Retailer Assigned - Dried Prunes
3130,Pumpkin,Jumbo Pumpkin
3131,Pumpkin,Decorative (Painted) Pumpkin
3132,Pumpkin,White Pumpkin
3133,Pumpkin,White - Mini Pumpkin
3134,Pumpkin,Pie Pumpkin Pumpkin
3631,Pumpkin,Pink Pumpkin
4734,Pumpkin,Mini Pumpkin
4735,Pumpkin,Regular Pumpkin
4736,Pumpkin,Retailer Assigned Pumpkin
4737,Pumpkin,Retailer Assigned Pumpkin
3480,Pumpkin Vine,Pumpkin Vine
3483,Purple Herb,Purple Herb
3478,Quelites,Quelites
4447,Quince,Quince
3482,Rabbit Herb,Rabbit Herb
3165,Radicchio,Treviso Radicchio
3168,Radicchio,Castlefranco Radicchio
4738,Radicchio,Radicchio
4089,Radish,Bunched Red Radish
4739,Radish,Black Radish
4740,Radish,Bunched White Radish
4741,Radish,Italian Red Radish
4742,Radish,Red Radish
4743,Radish,White/Icicle Radish
4744,Radish,Retailer Assigned Radish
4868,Raisins,Black (Dried Fruit) Raisins
4869,Raisins,Golden/Yellow (Dried Fruit) Raisins
3041,Rambutan,Rambutan
3416,Rhubarb,Bunch Rhubarb
4745,Rhubarb,Regular Rhubarb
4746,Rhubarb,Retailer Assigned Rhubarb
4903,Rosemary,Rosemary
4747,Rutabagas (Swede),Regular Rutabagas (Swede)
4748,Rutabagas (Swede),Retailer Assigned Rutabagas (Swede)
3472,Sacred Pepper,Sacred Pepper
4904,Sage,Sage
4470,Salad Bar,Salad Bar
3136,Sapodillo/Nispero,Sapodillo/Nispero
3137,Sapote,White Sapote
3138,Sapote,Black Sapote
3139,Savory,Savory
4905,Sorrel,Sorrel
3381,Soursop,Soursop
3332,Spinach,Baby Spinach
3417,Spinach,New Zealand Spinach Spinach
4090,Spinach,Regular/Bunched Spinach
4749,Spinach,Retailer Assigned Spinach
3059,Squash,Crown Prince Squash
3060,Squash,Vegetable Marrow Squash
3140,Squash,Cucuzza Squash
3141,Squash,Opo Squash
3142,Squash,Carnival Squash
3143,Squash,Acorn - Baby Squash
3418,Squash,Zucchini/Courgette - Round Squash
3441,Squash,Butterkin Squash
4067,Squash,Zucchini/Courgette Squash
4086,Squash,Yellow Zucchini/Gold Bar/Yellow Courgette Squash
4750,Squash,Acorn/Table Queen Squash
4751,Squash,Acorn - Golden Squash
4752,Squash,Acorn - Swan White Table Queen Squash
4753,Squash,Australian Blue Squash
4754,Squash,Baby Scallopini Squash
4755,Squash,Baby Summer (Green) Squash
4756,Squash,Baby Green Zucchini/Courgette Squash
4757,Squash,Banana Squash
4758,Squash,Buttercup Squash
4759,Squash,Butternut Squash
4760,Squash,Calabaza Squash
4761,Squash,Chayote/Choko Squash
4763,Squash,Delicata/Sweet Potato Squash
4764,Squash,(Sweet) Dumpling Squash
4765,Squash,Gem Squash
4766,Squash,Golden Delicious Squash
4767,Squash,Golden Nugget Squash
4768,Squash,Hubbard Squash
4769,Squash,Kabocha Squash
4773,Squash,Patty Pan/Summer Squash
4774,Squash,Red Kuri Squash
4775,Squash,Scallopini Squash
4776,Squash,Spaghetti/Vegetable Spaghetti Squash
4777,Squash,Sunburst (Yellow) Squash
4779,Squash,Sweet Mama Squash
4780,Squash,Turban Squash
4781,Squash,White Squash
4782,Squash,Yellow - Straightneck Squash
4784,Squash,Yellow - Crookneck Squash
4785,Squash,Retailer Assigned Squash
4786,Squash,Retailer Assigned Squash
4787,Squash,Retailer Assigned Squash
4788,Squash,Retailer Assigned Squash
4789,Squash,Retailer Assigned Squash
3382,Sugar Apple,Sugar Apple
4790,Sugar Cane,Sugar Cane
4791,Sunchokes (Jerusalem Artichokes),Sunchokes (Jerusalem Artichokes)
4942,Sunflower Seeds,Sunflower Seeds
3288,Sweet Potato/Yam/Kumara,Retailer Assigned Sweet Potato/Yam/Kumara
3333,Sweet Potato/Yam/Kumara,Small Red/Orangy White Flesh Sweet Potato/Yam/Kumara
3334,Sweet Potato/Yam/Kumara,Large Red/Orangy White Flesh Sweet Potato/Yam/Kumara
3474,Sweet Potato/Yam/Kumara,Saffron Sweet Potato/Yam/Kumara
4074,Sweet Potato/Yam/Kumara,Small Red/Orangy Red Flesh Sweet Potato/Yam/Kumara
4091,Sweet Potato/Yam/Kumara,White Sweet Potato/Yam/Kumara
4816,Sweet Potato/Yam/Kumara,Golden Sweet Potato/Yam/Kumara
4817,Sweet Potato/Yam/Kumara,Large Red/Orangy Red Flesh Sweet Potato/Yam/Kumara
4792,Tamarillo,Golden Tamarillo
4793,Tamarillo,Red Tamarillo
4448,Tamarind,Tamarind
4383,Tangelo,Minneola Tangelo
4456,Tangelo,Tangelo
4459,Tangelo,Jamaican Tangelo
3029,Tangerines/Mandarins,Satsuma Tangerines/Mandarins
3030,Tangerines/Mandarins,Nova Tangerines
3031,Tangerines/Mandarins,Jamaican Tangor Tangerines
3032,Tangerines/Mandarins,Ellendale Tangerines/Mandarins
3144,Tangerines/Mandarins,Fall Glo Tangerines/Mandarins
3383,Tangerines/Mandarins,Small Clementine Tangerines/Mandarins
3384,Tangerines/Mandarins,Medium Clementine Tangerines/Mandarins
3385,Tangerines/Mandarins,Large Clementine Tangerines/Mandarins
3386,Tangerines/Mandarins,Clementine (With Leaves Attached) Tangerines/Mandarins
3387,Tangerines/Mandarins,Clementine (Without P/Harvest Treatment) Tangerines/Mandarins
3388,Tangerines/Mandarins,Satsuma -Clauselina Tangerines/Mandarins
3389,Tangerines/Mandarins,Satsuma Tangerines/Mandarins
3425,Tangerines/Mandarins,Small Ellendale Tangerines/Mandarins
3426,Tangerines/Mandarins,Medium Ellendale Tangerines/Mandarins
3427,Tangerines/Mandarins,Large Ellendale Tangerines/Mandarins
3428,Tangerines/Mandarins,Small Honey/Murcott Tangerines/Mandarins
3429,Tangerines/Mandarins,Medium Honey/Murcott Tangerines/Mandarins
3430,Tangerines/Mandarins,Large Honey/Murcott Tangerines/Mandarins
3431,Tangerines/Mandarins,Small Imperial Tangerines/Mandarins
3432,Tangerines/Mandarins,Medium Imperial Tangerines/Mandarins
3433,Tangerines/Mandarins,Large Imperial Tangerines/Mandarins
3524,Tangerines/Mandarins,C37 Tangerines/Mandarins
3632,Tangerines/Mandarins,Dekopon Tangerines/Mandarins
4055,Tangerines/Mandarins,Tangerines/Mandarins
4449,Tangerines/Mandarins,Sunburst Tangerines/Mandarins
4450,Tangerines/Mandarins,Clementine (Includes Fortune) Tangerines/Mandarins
4451,Tangerines/Mandarins,Dancy Tangerines/Mandarins
4452,Tangerines/Mandarins,Fairchild Tangerines/Mandarins
4453,Tangerines/Mandarins,Honey/Murcott Tangerines/Mandarins
4454,Tangerines/Mandarins,Kinnow Tangerines/Mandarins
4455,Tangerines/Mandarins,Mandarin/Royal Tangerines/Mandarins
4457,Tangerines/Mandarins,Retailer Assigned Tangerines/Mandarins
4458,Tangerines/Mandarins,Retailer Assigned Tangerines/Mandarins
4794,Taro Root (Dasheen),Small Taro Root (Dasheen)
4795,Taro Root (Dasheen),Large Taro Root (Dasheen)
4906,Tarragon,Tarragon
4907,Thyme,Thyme
3061,Tomatoes,Beef/Beefsteak Tomatoes
3145,Tomatoes,Plum/Italian/Saladette/Roma (Yellow) Tomatoes
3146,Tomatoes,"Cherry - Red, On The Vine Tomatoes"
3147,Tomatoes,"Cherry - Yellow, On The Vine Tomatoes"
3148,Tomatoes,"Regular - Yelllow, On The Vine (Truss) Tomatoes"
3149,Tomatoes,"Regular - Orange, On The Vine Tomatoes"
3150,Tomatoes,Cocktail/Intermediate - Red Tomatoes
3151,Tomatoes,"Large Vine Ripe, Regular - Red Tomatoes"
3282,Tomatoes,Plum/Italian/Saladette/Roma On The Vine - Red Tomatoes
3335,Tomatoes,Cocktail/Intermediate - Red/On The Vine (Truss) Tomatoes
3336,Tomatoes,Roma On The Vine Tomatoes
3423,Tomatoes,Heirloom Tomatoes
3458,Tomatoes,Cherry - Orange Tomatoes
3512,Tomatoes,Round Tomatoes
4063,Tomatoes,Small Regular - Red Tomatoes
4064,Tomatoes,Large Regular - Red Tomatoes
4087,Tomatoes,Plum/Italian/Saladette/Roma - Red Tomatoes
4664,Tomatoes,"Regular - Red, On The Vine (Truss) Tomatoes"
4778,Tomatoes,Regular - Yellow Tomatoes
4796,Tomatoes,Cherry - Red Tomatoes
4797,Tomatoes,Cherry - Yellow Tomatoes
4798,Tomatoes,Small Greenhouse/Hydroponic/Regular - Red Tomatoes
4799,Tomatoes,Large Greenhouse/Hydroponic/Regular - Red Tomatoes
4800,Tomatoes,Native/Home Grown Tomatoes
4801,Tomatoes,Tomatillos/Husk Tomatoes Tomatoes
4802,Tomatoes,Dried Tomatoes
4803,Tomatoes,Teardrop/Pear - Red Tomatoes
4804,Tomatoes,Teardrop/Pear - Yellow Tomatoes
4805,Tomatoes,"Small Vine Ripe, Regular - Red Tomatoes"
4806,Tomatoes,Retailer Assigned Tomatoes
4807,Tomatoes,Retailer Assigned Tomatoes
4808,Tomatoes,Retailer Assigned Tomatoes
4095,Turnip,Yellow Turnip
4809,Turnip,Baby Turnip
4810,Turnip,Bunch/Banded Turnip
4811,Turnip,Purple Top Turnip
4812,Turnip,White Turnip
4813,Turnip,Retailer Assigned Turnip
4908,Vanilla Bean,Vanilla Bean
4943,Walnuts,Regular Walnuts
4944,Walnuts,Black Walnuts
4945,Walnuts,White Walnuts
4946,Walnuts,Retailer Assigned Walnuts
4814,Water Chestnuts,Water Chestnuts
4815,Watercress,Watercress
3481,Xpelon,Xpelon
3164,Yu Choy,Yu Choy
4819,Yuca Root/Cassava/Manioc,Yuca Root/Cassava/Manioc
