PLU,Name,Pantry,Fridge,Freezer
4690,Hot (Hungarian Hot) Peppers,3,10,330
4691,Hot Mixed Peppers,3,10,330
4692,Hungarian Wax Peppers,3,10,330
4693,Jalapeno - Green/Mexican Green Peppers,3,10,330
4694,Jalapeno - Red/Mexican Red Peppers,3,10,330
4695,Japanese - Red Peppers,3,10,330
4696,Long Hot - Green Peppers,3,10,330
4697,Long Hot - Red Peppers,3,10,330
4698,Morita Chili Peppers,3,10,330
4699,Negro Peppers,3,10,330
4700,New Mexico Peppers,3,10,330
4701,Pasilla - Green Peppers,3,10,330
4702,Pasilla - Red Peppers,3,10,330
4703,Pasilla Pod Peppers,3,10,330
4704,Pinole Peppers,3,10,330
4705,Poblano Peppers,3,10,330
4706,Red Cheese Peppers,3,10,330
4707,Red Finger Peppers,3,10,330
4708,Red Pimiento/ Red Sweet Long Peppers,3,10,330
4709,Serrano Peppers,3,10,330
4710,Retailer Assigned Peppers,3,10,330
4711,Retailer Assigned Peppers,3,10,330
4712,Retailer Assigned Peppers,3,10,330
4713,Retailer Assigned Peppers,3,10,330
4714,Retailer Assigned Peppers,3,10,330
4715,Retailer Assigned Peppers,3,10,330
4716,Retailer Assigned Peppers,3,10,330
4717,Retailer Assigned Peppers,3,10,330
4718,Retailer Assigned Peppers,3,10,330
4719,Retailer Assigned Peppers,3,10,330
4720,Retailer Assigned Peppers,3,10,330
4721,Retailer Assigned Peppers,3,10,330
4722,Retailer Assigned Peppers,3,10,330
4772,Chili - Yellow Peppers,3,10,330
3459,Shiny Red Persimmon,2,2,330
4427,Regular (American Persimmon) Persimmon,2,2,330
4428,Japanese/Sharonfruit (Kaki) Persimmon,2,2,330
4429,Retailer Assigned Persimmon,2,2,330
3039,Physalis/Cape Gooseberry/Ground Cherry,,,
4938,Pine Nuts (Pignoli),,,
3037,Queen Pineapple,nan,3,330
3379,Mini Pineapple,nan,3,330
3380,Perola Pineapple,nan,3,330
4029,Small Pineapple,nan,3,330
4430,Large Pineapple,nan,3,330
4431,Small Jet Fresh Pineapple,nan,3,330
4432,Large Jet Fresh Pineapple,nan,3,330
4433,Retailer Assigned Pineapple,nan,3,330
4864,Dried Pineapple,nan,3,330
4939,Natural Pistachio,,,
4940,Red Pistachio,,,
4941,Retailer Assigned Pistachio,,,
3040,Red (Skin Color) Pitahaya,,,
3319,Yellow (Skin Color) Pitahaya,,,
3126,Retailer Assigned Plumcot (Interspecific Plum),,,
3278,Plumcot (Interspecific Plum),,,
3609,Red Plumcot (Interspecific Plum),,,
3610,Green Plumcot (Interspecific Plum),,,
3611,Black Plumcot (Interspecific Plum),,,
3457,President Plums,2,4,330
3536,Sweet Pixie Plums,2,4,330
4039,Small Black Plums,2,4,330
4040,Large Black Plums,2,4,330
4041,Small Red Plums,2,4,330
4042,Small Red Plums,2,4,330
4434,"Small Green (Includes Dolly, Kelsey, Wickson) Plums",2,4,330
4435,"Large Green (Includes Dolly, Kelsey, Wickson) Plums",2,4,330
4436,Italian Prune/Sugar Plums,2,4,330
4437,"Small Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado) Plums",2,4,330
4438,"Large Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado) Plums",2,4,330
4439,Small Tree Ripened Plums,2,4,330
4440,Large Tree Ripened Plums,2,4,330
4441,Small Yellow (Includes Golden Globe) Plums,2,4,330
4442,Large Yellow (Includes Golden Globe) Plums,2,4,330
4443,Retailer Assigned Plums,2,4,330
4444,Retailer Assigned Plums,2,4,330
3127,Medium Pomegranate,7,30,330
3440,Large Pomegranate,7,30,330
4445,Small Pomegranate,7,30,330
4446,Retailer Assigned Pomegranate,7,30,330
3128,Purple Potato,7,21,330
3414,Baking - White Potato,7,21,330
3415,Baking - Red And Red Eye Varieties Potato,7,21,330
4072,Russet Potato,7,21,330
4073,Red Potato,7,21,330
4083,White Potato,7,21,330
4723,Creamer - Red Potato,7,21,330
4724,Creamer - White Potato,7,21,330
4725,Russet Potato,7,21,330
4726,Long - White Potato,7,21,330
4727,Yellow Potato,7,21,330
4728,Retailer Assigned Potato,7,21,330
4729,Retailer Assigned Potato,7,21,330
4730,Retailer Assigned Potato,7,21,330
4731,Retailer Assigned Potato,7,21,330
4732,Retailer Assigned Potato,7,21,330
4733,Retailer Assigned Potato,7,21,330
3274,Fresh Prunes,,,
4865,Regular (Dried Fruit) Prunes,,,
4866,Pitted (Dried Fruit) Prunes,,,
4867,Retailer Assigned - Dried Prunes,,,
3130,Jumbo Pumpkin,nan,3,330
3131,Decorative (Painted) Pumpkin,nan,3,330
3132,White Pumpkin,nan,3,330
3133,White - Mini Pumpkin,nan,3,330
3134,Pie Pumpkin Pumpkin,nan,3,330
3631,Pink Pumpkin,nan,3,330
4734,Mini Pumpkin,nan,3,330
4735,Regular Pumpkin,nan,3,330
4736,Retailer Assigned Pumpkin,nan,3,330
4737,Retailer Assigned Pumpkin,nan,3,330
3480,Pumpkin Vine,,,
3483,Purple Herb,,,
3478,Quelites,,,
4447,Quince,3,14,330
3482,Rabbit Herb,,,
3165,Treviso Radicchio,nan,4,nan
3168,Castlefranco Radicchio,nan,4,nan
4738,Radicchio,nan,4,nan
4089,Bunched Red Radish,nan,12,nan
4739,Black Radish,nan,12,nan
4740,Bunched White Radish,nan,12,nan
4741,Italian Red Radish,nan,12,nan
4742,Red Radish,nan,12,nan
4743,White/Icicle Radish,nan,12,nan
4744,Retailer Assigned Radish,nan,12,nan
4868,Black (Dried Fruit) Raisins,,,
4869,Golden/Yellow (Dried Fruit) Raisins,,,
3041,Rambutan,,,
3416,Bunch Rhubarb,nan,6,330
4745,Regular Rhubarb,nan,6,330
4746,Retailer Assigned Rhubarb,nan,6,330
4903,Rosemary,,,
4747,Regular Rutabagas (Swede),,,
4748,Retailer Assigned Rutabagas (Swede),,,
3472,Sacred Pepper,,,
4904,Sage,,,
4470,Salad Bar,,,
3136,Sapodillo/Nispero,,,
3137,White Sapote,3,4,330
3138,Black Sapote,3,4,330
3139,Savory,,,
4905,Sorrel,nan,1,330
3381,Soursop,,,
3332,Baby Spinach,nan,6,330
3417,New Zealand Spinach Spinach,nan,6,330
4090,Regular/Bunched Spinach,nan,6,330
4749,Retailer Assigned Spinach,nan,6,330
3059,Crown Prince Squash,nan,3,330
3060,Vegetable Marrow Squash,nan,3,330
3140,Cucuzza Squash,nan,3,330
3141,Opo Squash,nan,3,330
3142,Carnival Squash,nan,3,330
3143,Acorn - Baby Squash,nan,3,330
3418,Zucchini/Courgette - Round Squash,nan,3,330
3441,Butterkin Squash,nan,3,330
4067,Zucchini/Courgette Squash,nan,3,330
4086,Yellow Zucchini/Gold Bar/Yellow Courgette Squash,nan,3,330
4750,Acorn/Table Queen Squash,nan,3,330
4751,Acorn - Golden Squash,nan,3,330
4752,Acorn - Swan White Table Queen Squash,nan,3,330
4753,Australian Blue Squash,nan,3,330
4754,Baby Scallopini Squash,nan,3,330
4755,Baby Summer (Green) Squash,nan,3,330
4756,Baby Green Zucchini/Courgette Squash,nan,3,330
4757,Banana Squash,nan,3,330
4758,Buttercup Squash,nan,3,330
4759,Butternut Squash,nan,3,330
4760,Calabaza Squash,nan,3,330
4761,Chayote/Choko Squash,nan,3,330
4763,Delicata/Sweet Potato Squash,nan,3,330
4764,(Sweet) Dumpling Squash,nan,3,330
4765,Gem Squash,nan,3,330
4766,Golden Delicious Squash,nan,3,330
4767,Golden Nugget Squash,nan,3,330
4768,Hubbard Squash,nan,3,330
4769,Kabocha Squash,nan,3,330
4773,Patty Pan/Summer Squash,nan,3,330
4774,Red Kuri Squash,nan,3,330
4775,Scallopini Squash,nan,3,330
4776,Spaghetti/Vegetable Spaghetti Squash,nan,3,330
4777,Sunburst (Yellow) Squash,nan,3,330
4779,Sweet Mama Squash,nan,3,330
4780,Turban Squash,nan,3,330
4781,White Squash,nan,3,330
4782,Yellow - Straightneck Squash,nan,3,330
4784,Yellow - Crookneck Squash,nan,3,330
4785,Retailer Assigned Squash,nan,3,330
4786,Retailer Assigned Squash,nan,3,330
4787,Retailer Assigned Squash,nan,3,330
4788,Retailer Assigned Squash,nan,3,330
4789,Retailer Assigned Squash,nan,3,330
3382,Sugar Apple,,,
4790,Sugar Cane,,,
4791,Sunchokes (Jerusalem Artichokes),,,
4942,Sunflower Seeds,,,
3288,Retailer Assigned Sweet Potato/Yam/Kumara,,,
3333,Small Red/Orangy White Flesh Sweet Potato/Yam/Kumara,,,
3334,Large Red/Orangy White Flesh Sweet Potato/Yam/Kumara,,,
3474,Saffron Sweet Potato/Yam/Kumara,,,
4074,Small Red/Orangy Red Flesh Sweet Potato/Yam/Kumara,,,
4091,White Sweet Potato/Yam/Kumara,,,
4816,Golden Sweet Potato/Yam/Kumara,,,
4817,Large Red/Orangy Red Flesh Sweet Potato/Yam/Kumara,,,
4792,Golden Tamarillo,,,
4793,Red Tamarillo,,,
4448,Tamarind,,,
4383,Minneola Tangelo,,,
4456,Tangelo,,,
4459,Jamaican Tangelo,,,
3029,Satsuma Tangerines/Mandarins,7,7,330
3030,Nova Tangerines,7,7,330
3031,Jamaican Tangor Tangerines,7,7,330
3032,Ellendale Tangerines/Mandarins,7,7,330
3144,Fall Glo Tangerines/Mandarins,7,7,330
3383,Small Clementine Tangerines/Mandarins,7,7,330
3384,Medium Clementine Tangerines/Mandarins,7,7,330
3385,Large Clementine Tangerines/Mandarins,7,7,330
3386,Clementine (With Leaves Attached) Tangerines/Mandarins,7,7,330
3387,Clementine (Without P/Harvest Treatment) Tangerines/Mandarins,7,7,330
3388,Satsuma -Clauselina Tangerines/Mandarins,7,7,330
3389,Satsuma Tangerines/Mandarins,7,7,330
3425,Small Ellendale Tangerines/Mandarins,7,7,330
3426,Medium Ellendale Tangerines/Mandarins,7,7,330
3427,Large Ellendale Tangerines/Mandarins,7,7,330
3428,Small Honey/Murcott Tangerines/Mandarins,7,7,330
3429,Medium Honey/Murcott Tangerines/Mandarins,7,7,330
3430,Large Honey/Murcott Tangerines/Mandarins,7,7,330
3431,Small Imperial Tangerines/Mandarins,7,7,330
3432,Medium Imperial Tangerines/Mandarins,7,7,330
3433,Large Imperial Tangerines/Mandarins,7,7,330
3524,C37 Tangerines/Mandarins,7,7,330
3632,Dekopon Tangerines/Mandarins,7,7,330
4055,Tangerines/Mandarins,7,7,330
4449,Sunburst Tangerines/Mandarins,7,7,330
4450,Clementine (Includes Fortune) Tangerines/Mandarins,7,7,330
4451,Dancy Tangerines/Mandarins,7,7,330
4452,Fairchild Tangerines/Mandarins,7,7,330
4453,Honey/Murcott Tangerines/Mandarins,7,7,330
4454,Kinnow Tangerines/Mandarins,7,7,330
4455,Mandarin/Royal Tangerines/Mandarins,7,7,330
4457,Retailer Assigned Tangerines/Mandarins,7,7,330
4458,Retailer Assigned Tangerines/Mandarins,7,7,330
4794,Small Taro Root (Dasheen),,,
4795,Large Taro Root (Dasheen),,,
4906,Tarragon,,,
4907,Thyme,,,
3061,Beef/Beefsteak Tomatoes,4,6,90
3145,Plum/Italian/Saladette/Roma (Yellow) Tomatoes,4,6,90
3146,"Cherry - Red, On The Vine Tomatoes",4,6,90
3147,"Cherry - Yellow, On The Vine Tomatoes",4,6,90
3148,"Regular - Yelllow, On The Vine (Truss) Tomatoes",4,6,90
3149,"Regular - Orange, On The Vine Tomatoes",4,6,90
3150,Cocktail/Intermediate - Red Tomatoes,4,6,90
3151,"Large Vine Ripe, Regular - Red Tomatoes",4,6,90
3282,Plum/Italian/Saladette/Roma On The Vine - Red Tomatoes,4,6,90
3335,Cocktail/Intermediate - Red/On The Vine (Truss) Tomatoes,4,6,90
3336,Roma On The Vine Tomatoes,4,6,90
3423,Heirloom Tomatoes,4,6,90
3458,Cherry - Orange Tomatoes,4,6,90
3512,Round Tomatoes,4,6,90
4063,Small Regular - Red Tomatoes,4,6,90
4064,Large Regular - Red Tomatoes,4,6,90
4087,Plum/Italian/Saladette/Roma - Red Tomatoes,4,6,90
4664,"Regular - Red, On The Vine (Truss) Tomatoes",4,6,90
4778,Regular - Yellow Tomatoes,4,6,90
4796,Cherry - Red Tomatoes,4,6,90
4797,Cherry - Yellow Tomatoes,4,6,90
4798,Small Greenhouse/Hydroponic/Regular - Red Tomatoes,4,6,90
4799,Large Greenhouse/Hydroponic/Regular - Red Tomatoes,4,6,90
4800,Native/Home Grown Tomatoes,4,6,90
4801,Tomatillos/Husk Tomatoes Tomatoes,4,6,90
4802,Dried Tomatoes,4,6,90
4803,Teardrop/Pear - Red Tomatoes,4,6,90
4804,Teardrop/Pear - Yellow Tomatoes,4,6,90
4805,"Small Vine Ripe, Regular - Red Tomatoes",4,6,90
4806,Retailer Assigned Tomatoes,4,6,90
4807,Retailer Assigned Tomatoes,4,6,90
4808,Retailer Assigned Tomatoes,4,6,90
4095,Yellow Turnip,nan,14,270
4809,Baby Turnip,nan,14,270
4810,Bunch/Banded Turnip,nan,14,270
4811,Purple Top Turnip,nan,14,270
4812,White Turnip,nan,14,270
4813,Retailer Assigned Turnip,nan,14,270
4908,Vanilla Bean,,,
4943,Regular Walnuts,30,360,720
4944,Black Walnuts,30,360,720
4945,White Walnuts,30,360,720
4946,Retailer Assigned Walnuts,30,360,720
4814,Water Chestnuts,nan,8,nan
4815,Watercress,nan,2,nan
3481,Xpelon,,,
3164,Yu Choy,,,
4819,Yuca Root/Cassava/Manioc,,,
